"","length","GCcomp","trans_tbl","circular","CRISPR_hit","Genus","Species","Health_status","Location","tRNA_freq","tmRNA_freq","Study","Habitat","family","nomen_family","nomen_subfamily","nomen_genus","nomen_species","type_strain","clusters_ward","clusters_pam","orthologs_shared_clusters","ani_clusters","ncbi_acc","exemplar"
"Long_crAss_ms_2",99084,0.293,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Shkoporov_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"Long_crAss_ms_29",101638,0.362,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,17,0,"Shkoporov_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Lebriduvirus","gastrointestinalis",FALSE,6,9,43,18,NA,NA
"Long_crAss_ms_3",84519,0.262,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Shkoporov_etal_2019","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kahucivirus","intestinalis",FALSE,5,6,38,127,NA,NA
"Long_crAss_ms_5",95584,0.327,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Shkoporov_etal_2019","Human gut","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"Long_crAss_ms_9",91714,0.249,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Shkoporov_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Endlipuvirus","intestinihominis",TRUE,3,3,28,17,"MZ130488","uncultured phage cr17_1"
"LULO01000006",85045,0.321,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Haroon_etal_2016","Marine","Betacrassviridae","Steigviridae","Asinivirinae","Huvahwevirus",NA,FALSE,6,14,109,340,NA,NA
"Minot_Diet_SRR5088934_NODE_6_length_73908_cov_12.624660",73908,0.346,11,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,0,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,319,NA,NA
"Minot_Diet_SRR5088936_NODE_3_length_111052_cov_15.664973",111052,0.421,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,9,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,322,NA,NA
"Minot_Diet_SRR5088942_NODE_4_length_100761_cov_141.068467",100761,0.331,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,7,1,"Gregory_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Nurbavirus",NA,FALSE,6,9,52,134,NA,NA
"Minot_Diet_SRR5088943_NODE_11_length_102278_cov_7748.066824",102278,0.365,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,1,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,135,NA,NA
"Minot_Diet_SRR5088943_NODE_15_length_93463_cov_32.895405",93463,0.309,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Gregory_etal_2019","Human gut","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","copri",FALSE,2,1,37,25,NA,NA
"MN005_S5_30",101763,0.366,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,1,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,136,NA,NA
"MN010_S10_18",101808,0.365,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,137,NA,NA
"MN019_S19_74",101410,0.358,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,23,0,"Monaghan_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44,NA,NA
"MN031_S31_71",101528,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,0,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,138,NA,NA
"MN037_S1_78",100799,0.319,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus",NA,FALSE,10,8,21,139,NA,NA
"MN037_S1_79",100386,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus",NA,FALSE,12,10,2,140,NA,NA
"MN037_S1_80",100350,0.336,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",FALSE,10,8,22,10,NA,NA
"MN038_S2_110",98113,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Monaghan_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"MN045_S8_84",98387,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Monaghan_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"MN045_S8_88",96002,0.321,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Monaghan_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus",NA,FALSE,4,13,36,141,NA,NA
"MN050_S13_78",98185,0.331,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,5,0,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,138,NA,NA
"MN057_S20_62",101664,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,5,0,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,138,NA,NA
"MN072_S35_47",106116,0.367,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Monaghan_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,142,NA,NA
"MN099_S58_106",98334,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Monaghan_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"MN100_S59_88",93885,0.299,11,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis",NA,NA,0,0,"Monaghan_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus",NA,FALSE,3,3,24,143,NA,NA
"Monaco_MBA1011_NODE_4_length_90515_cov_66.014658",90515,0.302,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Gregory_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus",NA,FALSE,3,3,25,144,NA,NA
"Monaco_MBA1267_NODE_6_length_84260_cov_201.576795",84260,0.393,11,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,3,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,321,NA,NA
"Monaco_MBA1312_NODE_2_length_103515_cov_88.886246",103515,0.366,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,146,NA,NA
"Monaco_MBA4038_NODE_3_length_106353_cov_62.035654",106353,0.364,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,22,0,"Gregory_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Lebriduvirus","gastrointestinalis",FALSE,6,9,43,18,NA,NA
"Monaco_MBA4038_NODE_5_length_99783_cov_26.247343",99783,0.36,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,22,0,"Gregory_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44,NA,NA
"NG-14253_11xxx_lib223957_5684_NODE_2_length_92241_cov_49.26",92241,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Clooney_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","copri",TRUE,3,3,24,123,"MZ130476","uncultured phage cr123_1"
"NG-14253_14_lib223986_5684_NODE_3_length_83015_cov_1213.7",83015,0.259,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Clooney_etal_2019","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kahucivirus","intestinalis",FALSE,5,6,38,127,NA,NA
"NG-14253_26_lib223959_5684_NODE_2_length_90827_cov_49.5933",90827,0.307,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Clooney_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","intestinalis",FALSE,3,3,25,3,NA,NA
"NG-14253_46_lib223980_5684_NODE_1_length_100971_cov_71.5895",100971,0.322,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Clooney_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus","faecalis",TRUE,10,8,21,149,"MZ130477","uncultured phage cr149_1"
"NG-14253_46_lib223980_5684_NODE_2_length_100107_cov_117.472",100107,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Clooney_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus","faecalis",FALSE,7,7,9,150,NA,NA
"NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006",101680,0.347,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,23,0,"Clooney_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kolpuevirus","hominis",FALSE,6,9,42,126,NA,NA
"NG-14253_9_lib223974_5684_NODE_4_length_59928_cov_398.525",59928,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Clooney_etal_2019","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"NG-14571_115xxx_NODE_1_length_101130_cov_1132.63",101130,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,0,"Clooney_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus","faecalis",TRUE,7,7,9,150,"MZ130495","uncultured phage cr150_1"
"NG-14571_61_NODE_1_length_99321_cov_39.0978",99321,0.334,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Clooney_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","intestinalis",FALSE,7,7,8,105,NA,NA
"NG-14571_65_NODE_2_length_99098_cov_10.9013",99098,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Clooney_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"NG-14571_65_NODE_5_length_90560_cov_40.8849",90560,0.316,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Clooney_etal_2019","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"NG-14571_83xxx_NODE_1_length_100314_cov_1329.85",100314,0.344,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,20,0,"Clooney_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kolpuevirus","coli",TRUE,6,9,42,151,"MZ130478","uncultured phage cr151_1"
"NG-14571_96_NODE_2_length_96466_cov_151.499",96466,0.32,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Clooney_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","gastrointestinalis",TRUE,4,13,36,36,"MZ130479","uncultured phage cr36_1"
"NG-15813_116_lib254048_NODE_4_length_96449_cov_34.5601",96449,0.322,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Clooney_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","gastrointestinalis",FALSE,4,13,36,36,NA,NA
"NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449",93391,0.31,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Clooney_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Drivevirus","gastrointestinalis",TRUE,3,3,27,91,"MZ130480","uncultured phage cr91_1"
"NG-15813_53_lib254058_NODE_2_length_98001_cov_18.457",98001,0.29,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Clooney_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","hominis",TRUE,1,2,23,99,"MZ130481","uncultured phage cr99_1"
"NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91",102100,0.331,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Clooney_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","oralis",TRUE,7,7,8,82,"MZ130496","uncultured phage cr82_1"
"NG-16262_31_lib261986_NODE_2_length_99704_cov_87.7682",99704,0.333,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,1,"Clooney_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",TRUE,10,8,22,77,"MZ130482","uncultured phage cr77_1"
"NODE_14_length_91830_cov_15.741215",91830,0.316,11,TRUE,"Alistipes_finegoldii","Alistipes","finegoldii",NA,NA,NA,NA,NA,NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"NODE_27_length_98043_cov_23.463220",98043,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,NA,NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"Norman_102_NODE_1_length_77947_cov_715.646434",77947,0.328,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,313,NA,NA
"Norman_15_NODE_1_length_99240_cov_415.395786",99240,0.334,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,153,NA,NA
"Norman_166_NODE_5_length_86097_cov_283.043607",86097,0.403,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,331,NA,NA
"Norman_95_NODE_2_length_80325_cov_206.628180",80325,0.373,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,0,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,330,NA,NA
"OATA01000153",101131,0.332,15,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus",NA,FALSE,7,7,8,28,NA,NA
"OATI01000137",94652,0.307,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","copri",FALSE,2,1,37,25,NA,NA
"OAUB01000058",96869,0.313,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"OAUH01000043",99215,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OAVV01000098",99129,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OAVV01000102",98564,0.335,15,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Bornisivirus",NA,FALSE,12,10,7,156,NA,NA
"OAWA01000024",182527,0.368,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Sehjuvirus",NA,FALSE,14,16,94,157,NA,NA
"OAWB01000083",98931,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OBAE01000091",97690,0.335,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Mahlemavirus",NA,FALSE,6,9,48,158,NA,NA
"OBAE01000105",94469,0.331,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OBAG01000123",95880,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OBAH01000076",95597,0.307,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Obtuvirinae","Fohxhuevirus",NA,FALSE,9,3,31,159,NA,NA
"OBAQ01000124",91245,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OBAR01000155",97466,0.321,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54,NA,NA
"OBCT01000057",97415,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OBHU01000008",174484,0.306,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,160,NA,NA
"OBJF01000120",93546,0.266,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Dabirmavirus","hominis",FALSE,3,3,26,9,NA,NA
"OBJF01000128",91078,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OBJP01000067",98379,0.315,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35,NA,NA
"OBJP01000075",94089,0.303,11,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus",NA,FALSE,3,3,24,14,NA,NA
"OBJQ01000077",99770,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OBJQ01000079",99573,0.312,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus",NA,FALSE,11,4,1,39,NA,NA
"OBKI01000059",96075,0.323,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",FALSE,4,13,36,98,NA,NA
"OBKN01000015",100189,0.36,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29,NA,NA
"OBKN01000017",96153,0.377,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Belmavirus",NA,FALSE,8,11,14,161,NA,NA
"OBKV01000026",164694,0.302,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Ritroivirus",NA,FALSE,14,14,71,162,NA,NA
"OBLG01000146",91185,0.267,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Dabirmavirus","hominis",FALSE,3,3,26,9,NA,NA
"OBUX01000069",98406,0.338,15,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Bornisivirus",NA,FALSE,12,10,7,156,NA,NA
"OBVI01000054",98442,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OBWI01000023",153977,0.38,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,163,NA,NA
"OBWJ01000082",98740,0.333,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","intestinalis",FALSE,7,7,8,105,NA,NA
"OBWJ01000088",96828,0.322,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54,NA,NA
"OBWV01000111",98519,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"OBXZ01000146",97479,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OBYQ01000140",101432,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,164,NA,NA
"OBZD01000096",99648,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OCHF01000011",151921,0.381,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,165,NA,NA
"OCHF01000043",102969,0.359,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","coli",FALSE,8,5,11,7,NA,NA
"OCHG01000105",98596,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OCHL01000028",176654,0.354,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Soilyhevirus",NA,FALSE,14,16,93,166,NA,NA
